age,workclass,education-num,marital-status,occupation,capital-gains,capital-loss,hours-per-week,native-country,target
80,3,10,4,9,0,1816,60,38,0
63,3,10,2,10,0,0,40,38,0
63,3,9,0,13,0,0,45,38,1
51,3,10,0,0,0,0,40,38,0
23,3,9,4,0,0,0,40,38,0
66,5,9,6,2,0,0,20,38,0
33,5,9,2,11,0,0,66,38,0
49,3,9,2,2,0,0,43,38,0
20,3,10,4,13,0,0,32,38,0
33,4,12,2,3,0,1887,60,38,1
26,3,10,1,10,0,0,40,38,0
52,3,9,2,3,0,0,50,38,1
33,3,13,2,3,0,0,50,38,1
47,3,13,0,11,0,0,45,38,0
23,3,9,4,3,0,0,75,38,0
53,0,12,2,0,0,0,40,38,0
19,3,10,4,7,0,0,20,38,0
26,0,10,4,2,3325,0,40,38,0
53,3,4,2,13,0,0,60,38,1
65,3,9,4,6,0,0,10,38,0
68,3,13,2,13,0,0,30,38,0
30,3,6,4,11,0,0,18,12,0
28,3,7,2,2,0,0,45,38,0
54,1,6,2,10,0,0,45,38,0
30,3,9,4,7,0,0,10,38,0
22,3,10,4,0,0,0,50,38,0
25,3,9,4,7,0,0,30,38,0
19,3,7,4,7,0,0,20,38,0
19,8,10,4,14,0,0,35,38,0
32,0,15,2,9,0,0,40,38,1
23,3,13,4,3,0,0,40,38,0
51,1,13,2,9,0,0,45,38,0
25,3,10,2,11,0,0,44,38,1
46,1,13,4,9,0,0,40,38,0
38,3,10,0,12,0,0,50,38,0
26,6,9,2,10,0,0,40,38,1
46,3,9,0,9,0,0,40,38,0
25,3,13,4,9,0,0,40,38,0
20,3,10,4,7,594,0,16,38,0
29,1,14,2,9,0,0,35,38,0
51,4,14,2,3,0,0,50,38,1
40,3,10,2,2,0,0,52,38,0
24,3,10,4,0,0,0,40,38,0
24,5,13,4,4,0,0,50,38,0
31,3,11,2,7,0,0,24,25,0
54,8,9,0,14,0,0,30,38,0
34,3,12,5,2,0,0,60,38,0
19,3,10,4,4,0,0,66,38,0
21,3,9,4,13,0,0,40,38,0
21,3,6,2,4,0,0,70,38,0
23,3,10,2,13,0,0,24,38,0
37,0,10,4,2,0,0,40,38,0
40,3,14,2,3,0,0,46,38,1
57,3,9,2,7,0,0,30,38,0
48,3,13,2,9,0,1485,40,38,1
24,3,7,2,13,0,0,40,39,0
43,3,10,2,9,0,0,40,38,0
32,8,13,4,14,0,0,20,41,0
40,3,9,4,7,0,0,40,38,0
52,4,15,2,9,99999,0,35,38,1
49,3,9,0,3,0,0,40,38,0
45,5,10,2,3,3137,0,40,38,0
62,1,9,4,2,0,0,40,38,0
29,3,11,2,0,0,0,40,38,0
49,3,9,5,6,0,0,40,38,0
55,0,10,0,0,0,0,40,38,0
20,8,10,4,14,0,0,72,38,0
37,4,13,4,3,0,0,40,38,0
43,6,13,2,0,0,0,40,38,1
29,3,10,0,0,0,0,40,38,0
44,3,9,2,11,0,0,40,38,1
28,3,10,5,12,0,0,40,38,1
38,3,10,4,3,0,0,45,38,0
45,3,11,2,11,0,1977,50,38,1
22,8,10,4,14,0,0,40,38,0
19,3,10,4,7,0,0,20,38,0
20,3,8,4,7,0,0,40,38,0
60,3,9,2,5,0,0,40,38,0
30,3,9,4,11,0,0,40,38,0
22,3,10,4,0,0,0,40,41,0
51,3,10,0,11,0,0,60,38,0
31,3,13,4,9,0,0,40,41,0
48,3,9,0,3,0,0,40,38,0
43,3,13,2,11,0,1887,40,38,1
51,1,9,0,13,0,0,40,38,0
41,3,11,2,12,0,1848,48,38,1
62,8,11,2,14,3411,0,40,38,0
50,6,9,2,2,0,0,40,38,1
46,3,9,2,11,0,0,40,38,1
54,3,10,2,13,15024,0,60,38,1
68,3,9,2,5,0,0,45,38,1
23,5,12,4,2,0,0,30,38,0
49,3,14,4,11,0,0,35,38,0
24,3,6,2,5,0,0,40,38,0
30,1,9,2,10,0,0,40,38,0
38,3,9,2,6,3137,0,45,38,0
34,3,9,4,11,0,0,35,38,0
22,3,10,4,3,0,0,40,38,0
30,3,4,5,5,0,0,40,38,0
61,3,4,2,13,0,0,31,38,0
36,3,9,0,3,0,0,40,38,0
51,4,11,2,3,0,0,40,38,0
43,3,3,2,6,0,0,40,39,1
54,0,10,2,10,0,0,48,38,1
63,3,9,6,9,0,0,25,38,0
51,3,10,2,3,0,0,40,38,1
63,5,6,2,6,0,0,40,38,0
51,1,14,2,9,0,0,60,38,1
27,3,9,0,11,0,0,35,38,0
35,3,12,2,12,0,0,40,38,1
31,8,13,2,14,0,0,25,38,1
46,5,9,5,2,0,0,40,38,0
53,3,11,2,2,0,0,40,38,1
26,0,10,0,0,0,0,24,38,0
43,3,9,4,6,0,0,40,38,0
39,3,9,2,11,15024,0,50,38,1
50,0,9,0,9,0,1590,40,38,0
54,0,9,2,0,0,0,40,38,1
62,8,10,2,14,0,0,45,38,1
57,6,10,0,9,0,0,40,38,0
19,8,10,4,14,0,0,24,38,0
29,1,9,4,7,0,0,20,38,0
20,3,9,4,2,0,0,40,38,0
53,3,13,2,3,0,1902,55,38,1
18,8,10,4,14,0,0,40,38,0
22,8,10,4,14,0,0,40,38,0
23,3,9,4,7,0,0,40,7,0
69,3,7,2,0,0,0,20,38,0
56,3,4,2,5,0,2002,40,38,0
53,1,13,2,9,0,0,35,38,0
28,3,9,4,0,0,0,40,38,0
28,3,13,2,7,0,0,40,38,0
33,4,9,2,3,0,0,84,35,1
48,3,9,0,11,0,0,30,38,0
61,3,9,2,2,0,0,40,38,1
49,3,13,2,9,5013,0,45,38,0
48,3,10,2,3,0,0,40,38,0
32,3,4,2,2,0,0,40,38,0
51,3,9,2,2,0,0,40,38,1
27,8,13,4,14,0,0,40,38,0
19,3,10,4,7,0,0,14,38,0
47,3,9,2,9,0,0,50,38,0
25,3,13,4,13,0,0,60,38,0
72,3,10,2,10,0,0,40,38,0
29,3,7,0,2,0,0,40,38,0
22,3,9,4,0,0,0,40,38,0
57,3,9,2,7,0,0,48,8,0
50,3,12,2,0,0,0,60,3,0
45,4,10,2,11,0,0,30,38,0
52,3,10,0,9,0,0,40,38,1
53,3,14,2,3,0,0,48,38,1
36,3,9,2,5,0,0,48,38,0
46,3,9,2,2,0,0,40,38,1
20,3,9,4,11,0,0,20,38,0
75,3,3,6,7,0,0,10,38,0
32,1,9,2,2,0,0,40,38,1
28,3,9,2,2,0,0,40,38,0
53,3,14,0,9,0,0,40,38,0
17,3,7,4,11,0,0,35,38,0
46,6,11,0,0,0,0,38,38,0
39,3,12,5,9,0,0,30,38,0
38,3,10,0,2,0,0,40,38,0
36,3,9,2,6,0,0,60,38,0
63,1,13,4,9,0,0,21,38,0
28,3,2,2,6,0,0,43,25,0
28,8,13,4,14,0,0,45,38,0
49,3,9,4,0,0,0,35,38,0
43,3,10,2,6,0,0,40,25,0
38,3,13,2,3,0,0,45,38,1
39,3,9,4,12,0,0,62,8,0
42,8,9,0,14,0,0,40,38,0
40,3,9,2,3,0,0,40,38,0
45,8,9,5,14,0,0,10,38,0
29,8,9,0,14,0,0,40,38,0
24,0,13,4,9,0,1741,45,38,0
30,3,10,2,12,0,0,50,38,1
44,3,10,2,13,0,0,40,38,0
40,3,9,2,11,0,0,24,38,0
30,3,9,4,6,0,0,35,32,0
42,3,14,0,9,0,1876,40,38,0
52,5,11,0,9,0,0,35,38,0
42,3,10,2,2,0,0,40,38,1
39,3,10,2,2,0,0,52,38,1
43,3,10,0,9,0,0,45,38,0
62,5,9,2,2,10566,0,40,38,0
30,3,11,2,2,0,0,40,8,0
83,8,9,6,14,0,0,20,38,0
39,3,13,2,9,0,0,55,38,1
41,3,9,2,13,0,0,20,38,0
49,3,14,2,9,0,1977,40,38,1
25,3,7,2,2,0,0,40,38,0
48,3,7,2,13,0,2002,40,38,0
59,8,12,0,14,0,0,8,38,0
44,6,13,4,0,0,0,40,38,0
36,3,5,0,5,4650,0,56,38,0
40,3,9,4,5,0,0,40,20,0
21,3,9,4,0,0,0,35,22,0
41,3,10,5,0,0,0,38,38,0
24,3,13,4,3,0,0,50,38,0
67,5,9,2,4,0,0,60,38,0
24,3,13,4,0,0,0,38,38,0
50,5,13,2,11,0,0,60,38,0
48,3,14,0,11,0,0,35,38,0
55,8,12,2,14,0,0,20,38,1
29,3,9,4,6,3325,0,40,6,0
50,3,13,0,9,0,0,36,20,0
64,6,6,2,3,0,0,40,38,1
49,3,5,0,7,0,0,37,38,0
20,3,9,4,7,0,0,52,38,0
30,3,9,5,0,0,0,40,38,0
37,3,13,2,7,0,0,30,2,0
52,3,9,2,6,0,0,40,38,1
22,3,10,4,10,0,0,25,38,0
77,8,9,6,14,0,0,14,38,0
19,6,10,4,0,0,0,15,38,0
52,3,9,0,2,0,0,55,38,1
42,3,13,3,12,0,0,40,38,0
35,3,9,5,3,0,0,36,38,0
27,3,10,4,0,0,0,50,38,0
54,6,9,4,7,0,0,38,38,0
37,3,9,2,2,0,1628,40,38,0
37,3,6,2,13,0,0,35,38,0
28,3,4,2,2,0,0,30,38,0
63,3,13,2,11,0,0,40,38,0
19,3,9,4,6,0,0,42,38,0
28,3,13,4,11,0,0,40,38,0
23,8,10,4,14,0,0,40,38,0
44,3,15,4,9,0,0,40,38,1
31,3,10,2,2,0,0,40,38,1
35,3,13,4,11,0,0,50,41,1
64,3,9,0,8,0,0,50,38,0
40,3,9,2,5,0,0,40,38,1
59,1,12,0,9,0,0,50,38,0
22,3,10,4,0,0,0,40,38,0
40,3,10,4,11,0,0,44,38,0
35,3,4,2,5,0,0,40,25,0
20,3,10,4,0,0,0,15,38,0
35,1,9,4,10,0,0,40,38,0
28,3,10,2,3,0,0,48,38,0
28,3,9,0,6,0,0,40,38,0
37,8,10,2,14,0,0,20,38,0
72,8,16,2,14,0,2392,6,38,1
25,4,12,4,11,0,0,60,38,0
37,3,9,0,0,0,0,40,38,0
19,8,10,4,14,0,0,45,38,0
31,3,11,0,11,0,0,38,38,0
41,3,9,4,0,0,0,40,38,0
31,3,6,2,12,0,0,40,38,1
44,3,9,2,2,0,0,40,38,0
20,3,10,4,3,0,0,47,38,0
57,5,10,2,4,0,0,50,38,0
26,3,9,0,7,0,0,12,38,0
44,4,9,2,3,5013,0,60,11,0
29,1,9,4,10,0,0,40,38,0
36,3,9,2,9,0,1977,40,38,1
40,3,11,2,2,0,0,40,38,1
21,3,12,4,7,0,0,35,22,0
21,3,10,4,2,0,0,70,38,0
34,5,15,5,9,0,0,48,38,1
24,3,13,4,3,0,0,15,38,0
28,3,6,0,7,0,0,40,38,0
35,3,9,5,13,0,0,50,38,0
35,3,9,0,2,0,0,40,38,0
38,6,13,4,3,0,0,40,38,0
44,0,9,0,0,0,0,40,38,0
39,3,13,2,5,0,0,40,30,1
57,1,9,0,7,0,0,40,38,0
19,3,10,4,11,0,0,40,38,0
29,3,11,2,6,0,0,48,38,0
23,3,9,4,6,0,0,40,38,0
50,3,9,6,7,0,0,40,38,0
51,5,10,2,2,0,0,20,38,0
28,3,11,0,2,0,0,40,38,0
44,3,13,2,11,0,0,60,38,0
29,5,13,4,9,0,0,40,38,0
31,3,9,0,13,0,0,45,38,0
27,3,13,2,2,0,0,45,38,1
34,3,13,2,3,0,0,45,38,0
50,4,15,2,9,7688,0,50,29,1
27,3,10,2,5,0,0,40,38,1
31,3,11,4,0,0,0,40,38,0
46,3,12,2,2,0,0,40,38,1
39,3,10,4,0,0,0,40,38,0
40,3,13,2,11,0,0,55,38,1
28,3,7,0,11,0,0,40,38,0
18,3,9,4,11,0,0,40,38,0
51,3,9,0,0,0,0,40,38,0
58,4,9,0,11,0,0,50,38,0
66,3,9,2,11,0,0,40,38,0
36,5,9,2,7,0,0,20,34,0
38,3,7,0,5,0,0,60,38,0
25,3,12,4,3,0,0,40,38,0
25,3,9,4,7,0,0,22,38,0
90,3,7,4,5,0,0,40,38,0
41,1,10,0,0,0,0,40,38,0
34,8,9,4,14,0,0,40,38,0
33,3,13,0,9,914,0,40,10,0
33,3,9,4,0,0,0,40,38,0
35,3,13,2,3,0,1887,45,38,1
39,5,9,4,2,0,0,20,38,0
59,3,9,2,11,0,0,60,38,0
19,3,10,4,12,0,1719,16,38,0
39,3,9,2,11,4064,0,38,38,0
19,8,10,4,14,0,0,40,38,0
27,3,9,4,5,0,0,40,38,0
52,3,4,2,2,0,0,40,38,0
59,5,9,0,7,0,0,24,38,0
28,3,10,0,2,0,0,40,38,0
37,3,9,0,7,0,0,50,28,0
50,8,6,2,14,0,0,99,38,0
36,3,13,2,3,0,0,50,38,1
34,3,13,2,9,0,0,60,38,1
23,3,10,4,0,0,0,40,38,0
19,8,7,4,14,0,0,30,38,0
33,3,9,0,2,0,2258,84,38,0
27,1,14,4,9,0,0,52,38,0
31,1,14,2,9,0,0,40,38,0
21,3,6,2,6,0,0,36,38,0
31,3,9,2,3,0,0,54,38,0
59,3,9,2,5,0,0,40,38,1
40,1,14,2,9,0,1902,48,38,1
19,3,7,4,5,0,0,40,38,0
47,3,9,2,13,0,0,50,38,0
34,3,13,4,2,0,0,40,38,0
57,3,9,2,7,0,0,78,38,0
51,1,5,2,13,0,0,40,38,0
21,3,10,4,5,0,0,20,38,0
30,4,10,2,11,0,0,50,38,0
46,3,10,0,5,0,0,45,38,0
40,3,13,4,11,0,0,45,38,0
52,3,1,2,7,0,0,40,7,0
23,3,13,4,11,0,0,50,35,0
90,8,13,6,14,991,0,10,38,0
25,3,9,4,0,0,0,50,38,0
43,3,10,0,13,0,0,45,38,0
38,6,10,0,10,0,0,40,38,1
22,3,11,4,7,0,0,30,38,0
33,1,13,4,0,1055,0,40,38,0
34,3,10,2,9,5178,0,40,38,1
65,3,11,2,13,0,0,20,38,0
50,3,9,4,12,0,0,15,38,0
29,3,13,4,11,6849,0,48,38,0
25,3,9,2,13,0,0,40,38,0
54,3,10,0,0,0,0,40,38,0
49,3,9,2,0,0,0,40,38,1
44,3,10,2,6,0,0,40,38,0
24,3,5,0,7,0,0,40,38,0
25,3,13,4,11,0,0,38,38,0
65,1,9,2,13,0,0,20,38,0
56,5,9,2,3,0,0,45,38,0
39,5,15,2,9,15024,0,60,38,1
23,3,13,4,9,0,0,40,38,0
20,3,10,4,7,0,0,20,38,0
24,3,3,4,2,0,0,40,7,0
41,3,10,2,3,0,1887,50,38,1
40,4,10,2,4,0,0,50,38,0
55,3,9,2,2,0,0,50,38,1
38,3,9,0,0,0,0,48,38,0
23,3,9,4,0,0,0,40,38,0
44,3,13,2,3,0,0,50,38,0
45,3,10,2,2,0,1887,40,38,1
20,5,10,4,0,0,0,12,10,0
29,3,9,4,7,0,0,40,38,0
43,6,9,2,10,0,0,40,38,0
30,3,8,0,6,0,0,40,38,0
28,6,10,4,0,0,0,38,38,0
31,3,9,2,3,0,0,40,38,1
52,3,9,0,2,0,0,40,38,0
36,3,13,2,9,0,0,50,19,1
38,3,9,2,2,0,0,45,38,0
66,8,10,2,14,0,0,40,38,0
63,5,11,2,4,0,0,40,38,0
21,3,10,4,7,0,0,35,38,0
33,6,9,0,0,0,0,40,38,0
46,6,10,0,9,1506,0,50,38,0
20,8,10,4,14,0,0,20,38,0
47,4,13,4,11,3325,0,60,38,0
33,3,16,2,9,0,0,55,38,1
66,8,4,4,14,0,0,30,38,0
20,3,10,4,0,0,0,30,41,0
28,3,9,0,5,0,0,40,38,0
46,3,9,0,8,0,0,28,6,0
25,3,10,2,11,0,0,45,38,0
37,3,9,2,2,3137,0,40,38,0
31,5,5,2,2,0,0,60,38,0
49,3,9,2,2,0,0,40,38,0
22,6,10,3,12,0,0,20,38,0
52,3,11,2,7,0,0,20,38,1
29,3,12,2,3,0,0,50,38,0
18,3,7,4,7,0,0,20,38,0
31,1,10,2,3,0,0,35,38,0
23,3,10,4,7,0,0,35,39,0
27,8,11,2,14,0,0,40,38,1
54,5,6,2,11,0,0,65,38,0
50,1,9,0,7,0,0,49,5,0
46,3,14,2,12,0,1902,40,41,1
24,3,13,4,4,0,0,40,38,0
17,8,7,4,14,0,0,18,38,0
49,4,9,5,7,0,0,45,38,0
54,1,9,2,2,0,0,40,38,1
41,3,13,2,3,0,1902,60,38,1
49,3,9,2,0,0,0,40,38,0
36,1,13,4,9,0,0,35,38,0
23,3,9,4,13,0,0,40,13,0
63,3,10,6,7,0,0,40,38,0
67,3,9,2,11,0,0,40,1,1
23,3,9,4,2,0,0,40,38,0
22,3,13,4,9,0,0,40,38,0
66,3,11,2,0,0,0,30,38,0
25,3,7,2,2,0,0,50,38,0
30,3,10,0,6,0,0,20,38,0
35,3,9,2,13,2885,0,40,38,0
67,5,4,2,3,0,0,40,38,0
30,3,8,4,2,0,0,40,38,0
26,3,10,4,6,0,0,38,38,0
34,3,9,2,6,0,0,40,38,0
21,3,10,4,11,0,0,40,38,0
18,3,8,4,2,0,0,10,38,0
21,3,9,4,2,0,0,40,38,0
76,4,5,2,9,0,0,40,38,0
51,0,10,2,10,0,0,70,41,0
26,3,9,2,6,0,0,56,38,0
18,3,8,4,7,0,0,25,38,0
18,8,7,4,14,0,0,40,38,0
34,3,11,2,6,0,1672,50,38,0
59,3,9,0,3,0,0,40,38,0
55,3,13,5,3,14084,0,45,38,1
33,5,10,4,4,0,0,72,38,0
25,3,9,4,7,0,0,10,38,0
48,3,9,6,6,0,0,10,38,0
64,3,13,0,11,0,0,5,38,0
47,1,14,4,9,0,0,45,38,1
26,3,10,4,12,0,0,40,38,0
36,3,12,2,9,0,0,48,38,1
21,3,9,2,4,0,0,40,38,0
54,8,4,4,14,0,0,25,38,0
30,3,9,4,6,0,0,44,38,0
41,5,9,0,2,0,0,40,38,0
53,8,14,4,14,8614,0,35,38,1
34,3,10,4,11,0,0,30,38,0
20,8,10,4,14,0,0,35,38,0
24,3,6,4,11,0,0,49,7,0
26,3,13,4,9,0,0,20,38,0
25,3,9,4,0,0,0,48,38,0
35,3,10,0,11,0,0,36,38,0
41,3,10,0,2,0,0,40,38,1
33,3,7,4,2,0,0,40,38,0
18,3,10,4,7,0,0,25,38,0
27,4,9,5,0,0,0,38,38,0
32,3,9,0,7,0,0,35,38,0
51,1,9,4,7,0,0,40,38,0
38,3,11,0,0,0,0,40,38,0
41,1,10,2,13,0,0,25,38,0
26,3,10,2,2,2829,0,40,38,0
38,5,11,0,3,0,0,35,38,0
54,3,5,2,3,0,0,45,38,1
30,3,13,4,9,0,0,60,27,0
31,3,10,6,3,0,0,30,38,0
26,6,13,4,9,0,0,40,38,0
75,5,16,2,9,4931,0,3,38,0
29,3,14,4,13,0,0,40,38,0
61,3,9,2,3,0,0,50,38,1
24,3,10,5,11,0,0,45,38,0
22,8,8,4,14,0,0,30,38,0
34,3,12,4,9,0,0,40,38,0
42,3,10,0,2,0,0,40,38,0
24,3,7,4,2,0,0,40,38,0
42,5,12,2,11,0,0,40,41,0
27,0,9,4,2,0,1980,40,38,0
39,1,13,2,9,0,0,50,38,1
20,3,9,4,5,0,0,40,38,0
51,3,7,4,7,0,0,40,38,0
68,3,13,2,11,0,0,30,38,0
28,0,9,4,6,0,0,48,38,0
43,3,9,0,12,0,0,40,38,0
35,3,10,3,2,0,0,40,38,0
44,3,9,0,0,0,0,40,38,0
41,3,13,4,5,0,0,40,38,0
44,3,9,2,12,0,0,45,38,1
20,3,9,2,0,0,0,40,38,0
46,3,9,2,2,0,0,75,38,1
27,5,12,2,13,7688,0,70,38,1
32,3,10,4,7,0,0,50,38,0
46,3,10,0,11,0,0,50,38,0
26,3,9,4,7,0,0,24,38,0
20,3,10,4,0,0,0,40,39,0
36,3,9,2,4,0,0,40,38,0
49,3,13,2,3,0,0,40,38,1
32,3,9,2,3,3103,0,55,38,1
32,3,13,2,9,15024,0,50,38,1
49,3,13,2,2,0,1902,40,38,1
36,3,9,4,13,0,0,45,38,0
22,3,10,4,7,0,0,25,38,0
52,0,9,0,0,0,0,40,38,0
42,3,9,2,3,0,0,50,38,1
22,8,10,4,14,0,0,40,38,0
72,3,9,6,7,0,0,16,38,0
30,1,13,5,9,0,0,40,38,0
44,3,10,2,5,0,0,40,38,0
23,3,13,4,11,0,0,45,38,0
22,3,10,4,11,0,0,20,38,0
59,3,13,5,0,0,0,60,38,0
46,3,9,0,9,0,0,40,38,0
30,3,11,2,5,0,0,40,25,0
64,0,4,6,7,0,0,30,32,0
31,3,10,2,11,0,0,40,38,0
64,3,9,2,7,0,0,20,38,0
45,3,9,4,6,0,0,40,38,0
59,3,9,2,6,0,1887,40,38,1
32,3,9,4,0,0,0,40,22,0
43,3,13,2,6,0,0,40,38,0
66,8,6,0,14,1086,0,20,38,0
23,3,10,4,11,0,0,45,38,0
49,5,9,2,2,0,0,40,38,0
32,3,8,2,6,0,0,40,25,0
49,3,11,4,3,0,0,40,38,0
33,3,10,0,9,0,0,40,38,0
28,3,15,4,9,0,0,85,38,0
47,3,9,2,11,0,0,40,38,0
41,3,9,4,7,0,0,40,38,0
34,1,14,2,3,0,0,40,38,1
25,3,9,4,7,0,0,35,38,0
20,8,10,4,14,0,0,40,38,0
21,3,10,4,11,0,0,15,38,0
25,3,9,4,4,0,0,30,41,0
46,3,5,2,7,0,0,40,38,0
37,3,2,2,2,0,0,40,0,0
41,3,10,2,2,0,0,56,38,1
44,3,9,4,0,0,1504,50,38,0
30,3,9,2,12,0,0,40,38,1
54,3,10,2,6,0,0,40,38,0
35,5,9,2,4,0,0,99,38,0
58,8,9,6,14,0,0,12,38,0
21,3,10,4,12,0,0,25,6,0
35,5,14,2,11,0,0,40,38,1
35,3,15,2,9,0,0,80,38,1
19,3,10,4,2,0,0,20,38,0
48,3,9,0,3,0,0,40,38,0
56,8,10,2,14,0,0,40,26,0
65,5,10,6,2,0,0,35,38,0
40,3,13,5,0,0,0,35,38,0
26,3,9,4,0,0,0,40,38,0
45,3,10,2,3,0,0,40,38,0
26,3,10,4,2,0,0,40,38,0
32,3,9,2,0,0,0,40,38,0
35,3,13,0,3,27828,0,50,38,1
22,5,10,4,2,0,0,48,38,0
37,3,11,5,9,0,0,38,38,0
25,3,13,4,2,0,0,40,25,0
64,3,2,2,13,0,0,53,41,0
46,3,11,2,3,0,0,48,38,1
30,3,9,4,5,0,0,27,38,0
63,3,12,0,3,0,0,40,38,1
51,1,9,2,10,0,0,40,38,1
68,5,4,2,3,0,0,16,38,0
36,3,16,2,9,0,0,50,1,0
28,4,10,4,3,0,0,50,38,0
41,1,10,2,11,0,0,40,38,0
47,3,10,2,9,0,0,40,38,0
22,3,10,4,7,0,0,30,38,0
33,8,13,4,14,0,0,80,29,0
34,4,15,2,9,15024,0,40,38,1
46,0,13,2,9,0,0,40,38,1
28,3,10,3,0,0,0,40,38,0
36,3,9,2,2,0,0,52,38,1
18,3,10,4,11,0,0,20,38,0
33,1,14,2,9,7688,0,50,38,1
51,3,9,2,13,7298,0,60,38,1
56,5,9,2,3,0,0,35,38,0
54,3,9,4,0,0,0,40,38,0
29,3,9,4,3,0,0,40,38,0
40,3,10,0,5,0,0,84,38,0
53,3,14,2,3,15024,0,65,38,1
22,3,9,4,5,0,0,35,38,0
33,3,9,2,6,0,0,40,38,1
28,3,9,0,13,0,0,50,38,0
63,3,10,2,9,0,0,12,38,0
53,0,16,2,9,15024,0,60,10,1
37,3,6,2,2,0,0,50,38,0
50,0,10,0,3,0,0,40,38,0
22,3,9,4,2,0,0,40,38,0
40,0,12,4,0,0,0,40,38,0
22,3,13,4,9,8614,0,40,38,1
21,3,10,4,9,0,0,40,38,0
25,3,12,2,5,0,0,40,22,0
20,3,10,4,2,0,0,40,38,0
43,0,9,2,13,0,0,40,38,0
29,3,11,4,3,0,0,50,38,0
32,3,13,2,11,0,0,40,38,1
42,3,14,2,11,0,0,50,38,1
33,3,9,2,6,0,0,40,34,0
27,3,10,2,3,0,0,40,38,1
22,8,10,4,14,0,0,40,19,0
29,3,10,2,6,0,0,38,38,0
29,3,9,2,13,0,0,40,38,0
20,3,10,4,3,0,0,20,38,0
35,3,6,4,0,0,0,40,38,0
31,5,13,2,9,0,1902,50,32,1
33,3,9,4,2,0,0,50,38,0
67,3,10,2,3,0,1539,40,38,0
46,3,10,2,9,0,0,10,38,0
45,3,5,2,6,0,0,40,38,1
17,1,7,4,11,0,0,20,38,0
35,3,13,2,3,0,1848,70,38,1
48,5,13,3,3,0,0,40,22,1
49,3,9,0,6,0,0,40,38,0
20,3,10,4,11,0,0,40,38,0
27,3,9,2,6,5013,0,46,1,0
64,3,10,2,2,0,0,20,38,0
53,0,10,5,2,0,0,40,38,0
52,3,9,0,0,0,0,40,38,0
29,3,9,2,2,0,0,55,38,0
32,4,9,2,2,99999,0,40,38,1
48,5,13,2,9,0,0,20,38,1
30,3,10,4,2,0,0,40,25,0
34,3,9,2,7,0,0,20,38,0
19,8,10,4,14,0,0,50,38,0
39,3,9,4,9,0,0,50,38,0
28,3,7,4,5,0,0,40,38,0
17,3,8,4,11,0,0,10,41,0
54,3,13,4,9,0,0,50,38,0
24,3,10,4,11,0,1762,40,38,0
25,3,9,4,3,0,0,40,38,0
25,3,7,0,7,0,0,12,38,0
48,1,10,2,3,5178,0,40,38,1
24,3,13,4,11,0,0,40,38,0
31,3,10,2,11,0,0,50,35,0
47,3,10,2,2,0,0,40,38,1
45,3,13,2,3,0,0,40,41,1
19,3,10,4,0,0,0,25,38,0
52,4,10,2,11,15024,0,50,38,1
52,3,9,2,0,0,0,40,38,0
19,8,9,4,14,0,0,12,34,0
60,3,9,2,13,0,0,28,38,0
43,3,14,2,9,0,0,50,38,1
24,3,12,0,7,0,0,30,38,0
20,8,10,4,14,0,0,40,38,0
51,3,9,4,0,0,0,40,38,0
38,5,5,0,2,0,0,40,38,0
21,3,10,4,0,0,0,10,38,0
40,4,9,2,0,0,0,50,38,1
54,3,10,6,3,0,0,40,38,0
35,3,13,4,7,0,0,50,38,0
52,3,7,5,6,0,0,40,38,0
53,3,9,2,3,99999,0,40,38,1
56,8,10,6,14,0,0,40,38,0
35,3,9,0,2,0,0,40,38,0
43,5,10,0,11,0,880,42,38,0
29,3,13,2,2,0,0,40,1,0
29,3,9,2,13,0,0,65,38,0
27,3,9,4,7,0,0,40,38,0
58,3,13,2,0,0,0,40,25,0
64,3,9,2,5,0,0,18,38,0
53,3,9,2,0,0,0,32,38,0
21,3,9,4,0,0,0,30,38,0
40,5,12,0,3,0,0,30,38,0
52,6,16,2,9,0,0,40,19,1
38,3,11,4,12,0,0,50,38,0
40,8,10,0,14,0,0,30,38,0
39,3,9,2,3,0,0,40,38,0
56,8,14,4,14,0,0,50,38,1
68,3,16,2,9,0,0,55,38,1
24,3,9,4,11,0,0,38,38,0
40,4,15,2,9,0,0,50,38,1
43,4,15,2,9,0,0,99,38,1
38,3,13,4,3,0,0,70,38,0
45,3,9,2,11,0,0,40,38,1
18,3,7,4,6,0,0,55,38,0
57,1,14,2,3,0,0,50,38,1
49,3,9,5,7,0,0,35,38,0
25,3,10,4,3,0,0,40,40,0
52,0,10,0,0,0,0,40,38,0
56,3,6,0,2,0,0,56,38,0
26,4,10,4,11,0,0,48,38,0
19,3,9,4,2,0,0,40,38,0
25,4,13,4,0,0,0,40,38,0
25,3,9,2,0,0,0,30,38,0
21,3,9,4,11,0,0,45,38,0
48,5,4,2,2,0,0,40,21,0
33,6,14,2,9,0,0,60,1,0
31,6,9,0,10,0,0,40,38,0
26,5,9,0,4,0,0,65,38,0
37,6,13,4,9,0,0,38,38,0
29,8,10,0,14,0,0,30,38,0
20,3,10,4,7,0,0,20,38,0
28,3,10,2,11,0,0,60,41,0
49,3,9,6,0,0,0,20,38,0
73,8,6,4,14,0,0,4,38,0
49,3,14,2,3,0,1977,40,38,1
51,3,10,2,9,0,0,40,38,1
40,3,10,2,11,0,0,40,38,0
24,3,11,4,6,0,0,40,38,0
18,3,8,4,11,0,0,24,38,0
41,3,6,2,13,0,0,40,38,1
